codigo_empresa;tipo_colaborador;cadastro_colaborador;codigo_calculo;tabela_evento;codigo_evento;referencia_evento;valor_evento;codigo_rubrica;fator_rubrica;origem_evento
4;1;145459;225;1;200;30,00;1800,00;;;
4;1;314331;225;1;200;12,00;122,87;;;
4;1;311960;225;1;200;10,00;170,07;;;
4;1;335339;225;1;200;30,00;293,05;;;
4;1;314331;225;1;204;18,00;213,89;;;
4;1;328979;225;1;204;30,00;465,55;;;
4;1;311960;225;1;204;20,00;580,31;;;
4;1;314331;225;1;218;0,00;16,78;;;
4;1;311960;225;1;218;0,00;48,42;;;
4;1;145459;225;1;218;0,00;300,00;;;
4;1;335339;225;1;218;0,00;56,09;;;
4;1;145459;225;1;220;0,00;1000,00;;;
4;1;311960;225;1;220;0,00;71,67;;;
4;1;145459;225;1;222;4,00;248,00;;;
4;1;335339;225;1;244;0,00;10,43;;;
4;1;314331;225;1;257;2,50;5,93;;;
4;1;335339;225;1;257;2,58;6,12;;;
4;1;335339;225;1;265;0,00;1,53;;;
4;1;314331;225;1;265;0,00;1,48;;;
4;1;311960;225;1;294;0,00;23,70;;;
4;1;328979;225;1;558;0,00;155,18;;;
4;1;311960;225;1;558;0,00;193,44;;;
4;1;314331;225;1;558;0,00;71,30;;;
4;1;311960;225;1;600;10,00;290,16;;;
4;1;314331;225;1;600;10,00;106,95;;;
4;1;314331;225;1;615;0,00;35,65;;;
4;1;311960;225;1;615;0,00;96,72;;;
4;1;328979;225;1;1701;0,00;1,80;;;
4;1;335339;225;1;1951;0,00;36,00;;;
4;1;314331;225;1;2000;0,00;37,39;;;
4;1;328979;225;1;2000;0,00;55,87;;;
4;1;335339;225;1;2000;0,00;30,85;;;
4;1;145459;225;1;2000;0,00;157,30;;;
4;1;311960;225;1;2000;0,00;117,03;;;
4;1;145459;225;1;2004;0,00;396,06;;;
4;1;311960;225;1;2014;0,00;26,33;;;
4;1;328979;225;1;2101;0,00;564,86;;;
4;1;314331;225;1;2101;0,00;405,96;;;
4;1;311960;225;1;2101;0,00;1049,19;;;
4;1;314331;225;1;2453;0,00;9,89;;;
4;1;328979;225;1;2467;0,00;1,80;;;
4;1;335339;225;1;2467;0,00;1,80;;;
4;1;314331;225;1;2467;0,00;1,80;;;
4;1;145459;225;1;2467;0,00;3,60;;;
8;1;307416;1446;1;200;14,00;238,98;;;
4;1;288969;1446;1;200;19,00;194,55;;;
8;1;299685;1446;1;200;24,00;2000,00;;;
4;1;337773;1446;1;200;30,00;270,00;;;
276;1;67563;1446;1;200;30,00;168,72;;;
6;1;307416;1446;1;200;14,00;238,98;;;
8;1;331120;1446;1;200;24,00;506,42;;;
4;1;325210;1446;1;200;30,00;292,45;;;
282;1;318124;1446;1;200;30,00;386,99;;;
6;1;303968;1446;1;200;30,00;665,00;;;
8;1;331120;1446;1;204;6,00;150,07;;;
8;1;299685;1446;1;204;6,00;915,20;;;
4;1;288969;1446;1;204;11,00;146,69;;;
6;1;307416;1446;1;204;16,00;321,31;;;
8;1;307416;1446;1;204;16,00;321,31;;;
8;1;299685;1446;1;218;0,00;320,00;;;
6;1;307416;1446;1;218;0,00;42,17;;;
6;1;303968;1446;1;218;0,00;140,18;;;
4;1;337773;1446;1;218;0,00;34,06;;;
282;1;318124;1446;1;218;0,00;53,25;;;
4;1;288969;1446;1;218;0,00;26,57;;;
276;1;67563;1446;1;218;0,00;2,87;;;
8;1;331120;1446;1;218;0,00;93,85;;;
4;1;325210;1446;1;218;0,00;44,15;;;
8;1;307416;1446;1;218;0,00;42,17;;;
6;1;303968;1446;1;220;0,00;280,00;;;
8;1;299685;1446;1;220;0,00;1200,00;;;
276;1;67563;1446;1;222;3,00;15,44;;;
4;1;288969;1446;1;222;1,00;4,42;;;
8;1;299685;1446;1;222;2,00;140,80;;;
282;1;318124;1446;1;224;0,00;220,12;;;
4;1;337773;1446;1;257;1,58;3,27;;;
4;1;325210;1446;1;259;12,00;44,88;;;
4;1;337773;1446;1;265;0,00;0,82;;;
4;1;325210;1446;1;265;0,00;11,22;;;
276;1;67563;1446;1;397;0,00;56,32;;;
4;1;288969;1446;1;558;0,00;48,90;;;
6;1;307416;1446;1;558;0,00;107,10;;;
8;1;331120;1446;1;558;0,00;50,02;;;
8;1;307416;1446;1;558;0,00;107,10;;;
8;1;299685;1446;1;558;0,00;305,07;;;
4;1;288969;1446;1;600;10,00;73,35;;;
4;1;288969;1446;1;615;0,00;24,45;;;
282;1;244309;1446;1;809;0,00;955,08;;;
4;1;288969;1446;1;1951;0,00;22,80;;;
282;1;318124;1446;1;2000;0,00;59,43;;;
4;1;337773;1446;1;2000;0,00;23,57;;;
6;1;303968;1446;1;2000;0,00;119,37;;;
6;1;307416;1446;1;2000;0,00;63,86;;;
8;1;299685;1446;1;2000;0,00;157,30;;;
8;1;307416;1446;1;2000;0,00;63,86;;;
8;1;331120;1446;1;2000;0,00;88,04;;;
276;1;67563;1446;1;2000;0,00;18,62;;;
4;1;288969;1446;1;2000;0,00;38,40;;;
4;1;325210;1446;1;2000;0,00;30,04;;;
8;1;299685;1446;1;2004;0,00;540,38;;;
276;1;67563;1446;1;2056;0,00;2,43;;;
6;1;303968;1446;1;2057;0,00;2,53;;;
8;1;299685;1446;1;2101;0,00;958,48;;;
8;1;307416;1446;1;2101;0,00;381,29;;;
8;1;331120;1446;1;2101;0,00;182,08;;;
6;1;307416;1446;1;2101;0,00;381,29;;;
4;1;288969;1446;1;2101;0,00;278,42;;;
4;1;288969;1446;1;2453;0,00;14,19;;;
6;1;307416;1446;1;2453;0,00;18,70;;;
4;1;337773;1446;1;2453;0,00;18,24;;;
8;1;307416;1446;1;2453;0,00;18,70;;;
276;1;67563;1446;1;2453;0,00;10,30;;;
4;1;325210;1446;1;2453;0,00;20,20;;;
4;1;325210;1446;1;2467;0,00;1,80;;;
8;1;307416;1446;1;2467;0,00;1,80;;;
8;1;299685;1446;1;2467;0,00;3,60;;;
6;1;307416;1446;1;2467;0,00;1,80;;;
4;1;337773;1446;1;2467;0,00;1,80;;;
8;1;331120;1446;1;2467;0,00;3,60;;;
4;1;288969;1446;1;2467;0,00;1,80;;;
276;1;261564;2377;1;204;30,00;448,93;;;
276;1;261564;2377;1;257;5,83;15,66;;;
276;1;261564;2377;1;265;0,00;3,92;;;
276;1;261564;2377;1;558;0,00;149,64;;;
276;1;261564;2377;1;2000;0,00;55,63;;;
276;1;261564;2377;1;2056;0,00;6,18;;;
276;1;261564;2377;1;2101;0,00;544,70;;;
282;1;271951;2551;1;200;26,00;554,28;;;
282;1;271951;2551;1;204;4,00;113,61;;;
282;1;271951;2551;1;218;0,00;164,81;;;
282;1;271951;2551;1;222;1,00;14,38;;;
282;1;271951;2551;1;257;9,50;54,72;;;
282;1;271951;2551;1;265;0,00;13,68;;;
282;1;271951;2551;1;558;0,00;37,87;;;
282;1;271951;2551;1;2000;0,00;104,87;;;
282;1;271951;2551;1;2101;0,00;139,89;;;
282;1;271951;2551;1;2467;0,00;1,80;;;
4;1;335339;229;1;200;30,00;293,05;;;
4;1;145459;229;1;200;10,00;600,00;;;
4;1;314331;229;1;200;28,00;286,70;;;
4;1;311960;229;1;200;30,00;510,22;;;
4;1;328979;229;1;200;30,00;404,76;;;
4;1;314331;229;1;204;2,00;23,76;;;
4;1;145459;229;1;204;20,00;2232,00;;;
4;1;311960;229;1;218;0,00;145,25;;;
