codigo_empresa;tipo_colaborador;cadastro_colaborador;codigo_calculo;tabela_evento;codigo_evento;referencia_evento;valor_evento;codigo_rubrica;fator_rubrica;origem_evento
4;1;385761;17434;1;200;12,00;1000,21;;;
282;1;393642;17434;1;200;30,00;3244,10;;;
282;1;392212;17434;1;200;30,00;1977,05;;;
4;1;393398;17434;1;200;26,00;5239,25;;;
4;1;390828;17434;1;200;30,00;2814,00;;;
4;1;385761;17434;1;204;19,00;2450,04;;;
4;1;393398;17434;1;204;5,00;1080,81;;;
4;1;393398;17434;1;220;0,00;380,94;;;
4;1;385761;17434;1;220;0,00;502,11;;;
282;1;393642;17434;1;220;0,00;791,05;;;
4;1;385761;17434;1;222;1,00;45,07;;;
4;1;390828;17434;1;244;12,00;7,37;;;
282;1;392212;17434;1;244;12,00;24,17;;;
4;1;390828;17434;1;265;0,00;3,40;;;
4;1;390828;17434;1;297;0,83;16,99;;;
282;1;393642;17434;1;305;0,00;88,00;;;
4;1;393398;17434;1;305;0,00;88,00;;;
4;1;390828;17434;1;305;0,00;88,00;;;
282;1;392212;17434;1;305;0,00;88,00;;;
4;1;385761;17434;1;305;0,00;88,00;;;
4;1;393398;17434;1;306;14,00;60,02;;;
4;1;390828;17434;1;306;19,00;76,42;;;
282;1;393642;17434;1;306;17,00;55,76;;;
4;1;385761;17434;1;310;22,50;372,62;;;
4;1;393398;17434;1;310;22,50;252,36;;;
4;1;385761;17434;1;333;0,00;106,67;;;
4;1;393398;17434;1;333;0,00;749,17;;;
4;1;393398;17434;1;558;0,00;360,27;;;
4;1;385761;17434;1;558;0,00;816,68;;;
282;1;392212;17434;1;1972;0,00;83,51;;;
282;1;393642;17434;1;2000;9,36;377,62;;;
4;1;393398;17434;1;2000;11,30;798,16;;;
282;1;392212;17434;1;2000;7,89;162,68;;;
4;1;385761;17434;1;2000;10,04;483,55;;;
4;1;390828;17434;1;2000;8,24;233,53;;;
282;1;392212;17434;1;2003;7,49;1,81;;;
4;1;390828;17434;1;2003;7,46;0,55;;;
282;1;393642;17434;1;2004;15,00;139,11;;;
4;1;393398;17434;1;2004;27,50;430,06;;;
282;1;392212;17434;1;2056;1,50;26,94;;;
4;1;393398;17434;1;2101;0,00;1307,20;;;
4;1;385761;17434;1;2101;0,00;2798,50;;;
4;1;390828;17434;1;2453;0,00;168,84;;;
4;1;385761;17434;1;2459;0,00;335,30;;;
4;1;385761;17434;1;2460;0,00;112,70;;;
282;1;393642;17434;1;2467;0,00;15,18;;;
4;1;390828;17434;1;2467;0,00;15,18;;;
4;1;385761;17434;1;2467;0,00;15,18;;;
4;1;393398;17434;1;2467;0,00;30,36;;;
8;1;287351;17436;1;200;30,00;4539,25;;;
8;1;287351;17436;1;220;0,00;3728,52;;;
8;1;287351;17436;1;305;0,00;88,00;;;
8;1;287351;17436;1;1967;27,00;1216,00;;;
8;1;287351;17436;1;2000;10,03;951,62;;;
8;1;287351;17436;1;2004;27,50;1450,34;;;
4;1;391785;17439;1;200;30,00;2913,50;;;
4;1;391785;17439;1;220;0,00;1454,50;;;
4;1;391785;17439;1;305;0,00;88,00;;;
4;1;391785;17439;1;306;6,00;19,68;;;
4;1;391785;17439;1;2000;9,64;421,10;;;
4;1;391785;17439;1;2004;22,50;182,62;;;
4;1;393398;17503;1;200;18,00;4015,80;;;
282;1;393642;17503;1;200;30,00;3244,10;;;
4;1;385761;17503;1;200;17,00;1568,78;;;
4;1;390828;17503;1;200;16,00;1608,00;;;
4;1;385761;17503;1;204;11,00;1570,42;;;
4;1;393398;17503;1;204;10,00;2393,21;;;
