codigo_empresa;tipo_colaborador;cadastro_colaborador;codigo_calculo;tabela_evento;codigo_evento;referencia_evento;valor_evento;codigo_rubrica;fator_rubrica;origem_evento
8;1;352683;5532;1;200;21,00;823,20;;;
8;1;352683;5532;1;204;9,00;530,09;;;
8;1;352683;5532;1;218;0,00;14,93;;;
8;1;352683;5532;1;220;0,00;374,50;;;
8;1;352683;5532;1;222;1,00;24,25;;;
8;1;352683;5532;1;305;0,00;34,00;;;
8;1;352683;5532;1;306;1,00;6,60;;;
8;1;352683;5532;1;558;0,00;176,70;;;
8;1;352683;5532;1;2000;11,00;213,80;;;
8;1;352683;5532;1;2101;0,00;643,18;;;
8;1;352683;5532;1;2467;0,00;10,20;;;
282;1;379038;5559;1;200;30,00;570,00;;;
282;1;377248;5559;1;200;30,00;613,11;;;
4;1;365718;5559;1;200;15,00;394,83;;;
4;1;379083;5559;1;200;30,00;900,00;;;
282;1;376560;5559;1;200;30,00;613,60;;;
282;1;365246;5559;1;200;11,00;224,99;;;
6;1;303968;5559;1;200;30,00;1537,21;;;
6;1;353426;5559;1;200;30,00;613,60;;;
282;1;244309;5559;1;200;9,00;387,00;;;
6;1;307416;5559;1;200;10,00;460,00;;;
6;1;378278;5559;1;200;30,00;607,00;;;
282;1;244309;5559;1;204;21,00;1669,50;;;
4;1;365718;5559;1;204;15,00;402,73;;;
6;1;307416;5559;1;204;20,00;1978,08;;;
282;1;365246;5559;1;204;19,00;396,38;;;
282;1;244309;5559;1;218;0,00;12,00;;;
6;1;307416;5559;1;218;0,00;31,00;;;
4;1;379083;5559;1;218;0,00;36,00;;;
6;1;303968;5559;1;218;0,00;35,53;;;
6;1;307416;5559;1;220;0,00;460,00;;;
6;1;303968;5559;1;220;0,00;647,00;;;
282;1;244309;5559;1;220;0,00;276,00;;;
4;1;379083;5559;1;220;0,00;900,00;;;
282;1;365246;5559;1;222;1,00;4,50;;;
282;1;244309;5559;1;222;3,00;40,50;;;
6;1;353426;5559;1;222;1,00;12,27;;;
6;1;307416;5559;1;222;2,00;38,04;;;
6;1;303968;5559;1;222;2,00;88,79;;;
4;1;365718;5559;1;222;1,00;7,90;;;
282;1;379038;5559;1;244;0,00;9,53;;;
6;1;378278;5559;1;244;0,00;0,22;;;
4;1;365718;5559;1;305;0,00;34,00;;;
282;1;244309;5559;1;305;0,00;34,00;;;
282;1;379038;5559;1;305;0,00;34,00;;;
282;1;377248;5559;1;305;0,00;34,00;;;
6;1;353426;5559;1;305;0,00;34,00;;;
6;1;378278;5559;1;305;0,00;34,00;;;
6;1;303968;5559;1;305;0,00;34,00;;;
6;1;307416;5559;1;305;0,00;34,00;;;
4;1;379083;5559;1;305;0,00;34,00;;;
282;1;365246;5559;1;305;0,00;34,00;;;
282;1;376560;5559;1;305;0,00;34,00;;;
6;1;307416;5559;1;306;1,00;15,40;;;
6;1;378278;5559;1;306;1,00;19,80;;;
282;1;376560;5559;1;306;1,00;15,40;;;
4;1;379083;5559;1;306;2,00;2,20;;;
282;1;377248;5559;1;306;1,00;1,10;;;
282;1;365246;5559;1;558;0,00;132,13;;;
4;1;365718;5559;1;558;0,00;134,24;;;
282;1;244309;5559;1;558;0,00;556,50;;;
6;1;307416;5559;1;558;0,00;659,36;;;
6;1;307416;5559;1;600;0,00;989,04;;;
6;1;307416;5559;1;615;0,00;329,68;;;
6;1;307416;5559;1;2000;11,00;375,81;;;
6;1;303968;5559;1;2000;11,00;253,93;;;
4;1;379083;5559;1;2000;11,00;201,96;;;
4;1;365718;5559;1;2000;8,00;75,17;;;
282;1;379038;5559;1;2000;8,00;46,36;;;
282;1;377248;5559;1;2000;8,00;49,04;;;
282;1;376560;5559;1;2000;8,00;49,08;;;
282;1;365246;5559;1;2000;8,00;60,64;;;
282;1;244309;5559;1;2000;11,00;323,56;;;
6;1;378278;5559;1;2000;8,00;48,57;;;
6;1;353426;5559;1;2000;8,00;50,06;;;
6;1;307416;5559;1;2014;15,00;71,16;;;
282;1;244309;5559;1;2014;15,00;120,99;;;
6;1;307416;5559;1;2101;0,00;3594,89;;;
282;1;244309;5559;1;2101;0,00;1896,45;;;
4;1;365718;5559;1;2101;0,00;488,64;;;
282;1;365246;5559;1;2101;0,00;486,24;;;
6;1;307416;5559;1;2459;0,00;650,00;;;
282;1;377248;5559;1;2467;0,00;5,10;;;
6;1;353426;5559;1;2467;0,00;5,10;;;
6;1;307416;5559;1;2467;0,00;10,20;;;
6;1;378278;5559;1;2467;0,00;5,10;;;
4;1;365718;5559;1;2467;0,00;5,10;;;
282;1;376560;5559;1;2467;0,00;5,10;;;
4;1;379083;5559;1;2467;0,00;10,20;;;
282;1;365246;5559;1;2467;0,00;5,10;;;
282;1;379038;5559;1;2467;0,00;5,10;;;
6;1;303968;5559;1;2467;0,00;10,20;;;
282;1;244309;5559;1;2467;0,00;10,20;;;
